agent_id,disposition_strength,overconfidence,lottery_preference,herd_sensitivity,생성모드
1,3.202622509043202,0.5022863025033029,0.1419140834794579,0.2402387147734765,natural
2,3.5598049177678486,0.06990453166417158,0.07199141892926979,0.16065987904056808,natural
3,3.1065254968143576,0.049099709921671314,0.0,0.0,natural
4,4.27077520280107,0.5141116655852438,0.15816286052968065,0.4422066595133148,natural
5,5.343827395801495,0.17761244010479602,0.05047147275987282,0.1401960614984609,natural
6,4.446758882117759,0.016465238898138907,0.02248989191835128,0.3190840704929486,natural
7,3.824685787531249,0.0829531945401288,0.1748587216756528,0.4740242431080517,natural
8,2.6032030206263705,0.09276584278074444,0.2783000636331606,0.25234377155051235,natural
9,3.709096329074239,0.09875667052254382,0.21519339566904477,0.004835305675301492,natural
10,2.555082957894218,0.009950121373460118,0.0,0.26231808396398854,natural
11,2.7920810141485224,0.038506959757345284,0.0,0.0,natural
12,3.00510266278445,0.025517733617267883,0.05953223665107529,0.20916581697923275,natural
13,3.66538763151819,0.11613755941626978,0.0,0.41117705198788923,natural
14,3.679222780806514,0.031885888981120374,0.29423046605957714,0.10245948605845281,natural
15,3.059787799585136,0.03882539040387302,0.1611940057590068,0.368734725209797,natural
16,3.0494159665511615,0.08738711182882146,0.0311038099432072,0.2549469512174983,natural
17,3.6278949410287074,0.3730503596613774,0.14423085744555067,0.3211287575879186,natural
18,2.398606797312468,0.01563003688742801,0.08586684640793635,0.10428064634921816,natural
19,3.6620293116526095,0.007013595512458687,0.0702247252047553,0.20409140398569822,natural
20,3.515911609070938,0.3530732052178695,0.3288212768602139,0.06348173884284916,natural
21,3.9783583384471655,0.06042178878499541,0.5041939638742148,0.0,natural
22,5.474149845384911,0.25098548907327045,0.1273285978290175,0.7564941699008922,natural
23,3.842276126221518,0.04813205931098481,0.13761322544097437,0.23640792479329206,natural
24,3.4573081510707215,0.11611122665964746,0.08562774969931401,0.32011755933712943,natural
25,2.180304584828929,0.03917589141025155,0.2880661908646089,0.0,natural
26,4.900355341998432,0.12648244727070515,0.010532999669657416,0.2903125764939426,natural
27,2.266867587137196,0.05276521613658458,0.2821009103501327,0.06730639592524816,natural
28,2.933090737898948,0.022892172467769673,0.13949717613102544,0.16923999694756478,natural
29,2.508048031920454,0.008734895017643027,0.0,0.0,natural
30,3.7759508247152973,0.05994652291966195,0.0631788636030867,0.25493999142799056,natural
31,3.3141526788975706,0.06346866548630453,0.0,0.33951910643112304,natural
32,4.27318063896623,0.6119100320701082,0.19936516758456313,0.14478037547686642,natural
33,2.319669817495589,0.04065890998668106,0.1541178248981653,0.14047210365423016,natural
34,3.497041282085456,0.06555049558120671,0.44131283769799967,0.0,natural
35,3.622730622760166,0.016193051141605564,0.10477672225727294,0.30075396027947493,natural
36,3.2072556111384616,0.0494558708467926,0.31418178637733835,0.12091698092234206,natural
37,3.304435027017051,0.26702344638092734,0.06470169708010175,0.24638490770245497,natural
38,3.1978184216703713,0.03237984926607932,0.025605842551870563,0.19065921043165682,natural
39,3.251952322574951,0.17561337977027466,0.18370089378837692,0.3976295309204547,natural
40,2.3446917250106067,0.0,0.0,0.11745343415812454,natural
41,3.846221703664637,0.06528378974909581,0.0,0.3433699547619619,natural
42,2.57940617043998,0.04415602242361982,0.3861442414966184,0.06411580118622068,natural
43,2.868925238325772,0.055553039425523774,0.373969745439659,0.19209608828273866,natural
44,3.7794510102806598,0.002239797507649857,0.22243370209969995,0.4811180095993916,natural
45,3.608847735937118,0.038424957963898845,0.4423434917996022,0.22571513874840268,natural
46,2.177003967559638,0.0128626697735368,0.03445680108151367,0.18049645526609007,natural
47,3.272615125345005,0.07320676931048832,0.02683755998301817,0.06093197160994128,natural
48,2.7898018182821196,0.04576681129827512,0.155800675345042,0.15576541415818787,natural
49,2.363550920768494,0.6066506483539083,0.2429498523877495,0.14893332501139162,natural
50,3.263837955660004,0.3175794260786489,0.4452429877216379,0.4419483873573251,natural
51,2.5085918720516283,0.009215558417468956,0.39165023038445324,0.3286939638125995,natural
52,2.0660062741939993,0.015455578650727967,0.17718531878713253,0.06359733198142846,natural
53,3.8255934790254114,0.019392753287296824,0.20922735555138655,0.19541795241878687,natural
54,2.495500479679891,0.025237310569299946,0.16956012130933915,0.20850649493956705,natural
55,2.5571448409286432,0.0033339137672093134,0.13108992599413213,0.23005489037185023,natural
56,2.567749717201127,0.05856312669738466,0.24981204342817365,0.06678712553806303,natural
57,3.3481961038087875,0.02540859409706143,0.07862766162133922,0.0,natural
58,3.172323251500823,0.05374527569103877,0.15851951495249147,0.08014079717057178,natural
59,3.3295552776095882,0.031946109684883664,0.15549894493018823,0.2556558954600624,natural
60,2.322480393601258,0.053985246630187465,0.5777898240833359,0.06702234174207224,natural
61,2.4757695358751235,0.03871347163657138,0.2736967989451922,0.12913770054925655,natural
62,3.9041741012194837,0.04213767353704022,0.16226800063352262,0.2875766792620131,natural
63,3.4504877184122824,0.03885316577076167,0.0,0.08928215514860299,natural
64,5.464385553723623,0.12958154267684832,0.0,0.9209249637257377,natural
65,5.331506870142443,0.06371770522310895,0.37201025016309525,0.0839147931724758,natural
66,2.747490823568565,0.3647585445607329,0.3519618348733582,0.0,natural
67,2.3643823323613384,0.008043222554045259,0.14257044854216974,0.15256116739139694,natural
68,2.8651808453545606,0.012158638071878535,0.0035069229054064126,0.03124704653928285,natural
69,2.4653317658351974,0.0011615296624915934,0.0,0.08483413997086489,natural
70,4.929943355275595,0.23569972329687003,0.1298223781206954,0.694661591110762,natural
71,2.6904343593433144,0.010397270575907452,0.0,0.13047946405139274,natural
72,2.468360105543287,0.01907475385042973,0.11391705013446765,0.19306347588736789,natural
73,2.8954965586059367,0.010314749270178359,0.025587869012029054,0.0,natural
74,2.1836786460370825,0.03026334039275368,0.35336086574739745,0.2667756084873353,natural
75,3.3631575977122434,0.0739005355621578,0.38641862805251304,0.0,natural
76,2.5194201020582696,0.014906046485944255,0.06151733907409387,0.06879448091443108,natural
77,4.507076239313565,0.013170306041840961,0.3342985702805796,0.05882053000939923,natural
78,2.642078492287761,0.048068904087152704,0.0,0.13400539706518433,natural
79,3.5061338157798363,0.01490828974634736,0.2590424501240672,0.22017838371219997,natural
80,2.4163512317545943,0.0,0.12194962051443115,0.21860523556458064,natural
81,3.7652513167979182,0.04016640135570696,0.14566444241034046,0.30587837623264125,natural
82,3.9693990411987783,0.2766644250496961,0.14709374120872526,0.45319471840399594,natural
83,3.794634655225671,0.007098864196143198,0.0,0.0,natural
84,2.8272096922776107,0.03728455330623975,0.0,0.11921769062184885,natural
85,3.0898103540614312,0.06159178100875443,0.017582284837084197,0.18499141006776135,natural
86,4.86524443567217,0.3405421765573704,0.09235136380529807,0.6009521352596748,natural
87,2.8309992612544357,0.09786460981355934,0.047296427178470504,0.1297513375320434,natural
88,3.2654103341709035,0.23237368412800308,0.24607022977835108,0.2234294892363663,natural
89,3.5402168228149895,0.10980368276743549,0.15380274102185088,0.07117831823233452,natural
90,3.479868719571483,0.011217427946583886,0.06130891364300144,0.495956809864238,natural
91,3.0840452339020987,0.05122301247536823,0.16442819315322504,0.25805737635259474,natural
92,3.7073537412150888,0.003138966541459195,0.15956678065419436,0.11647296717113444,natural
